Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Status,Text Area 1,Text Area 2
127,Process,Flowchart Shapes,2,,,,,,,,"CAN WE DIVIDE THIS INTO MULTIPLE DIFFERENT BOXES?
You said the school is not accusing the student of brining drugs to school. Is the school accusing the student of brining:
                                                             1.Alcohol or tobacco to school?
2.Something else?
                                                                 2. Something else --> add call helping
                                                          Alcohol/ tobacco -->  
You said that the school is trying to expel the student because they are accusing them of bringing tobacco or alcohol to school. This is illegal and we recommend that you include it in your complaint. Would you like to include that in your complaint?",
128,Process,Flowchart Shapes,2,,,,,,,,"You said that the school is trying to punish the student for bringing ""drugs"" to school, but what the student had was alcohol.    We recommend you include this paragraph in your complaint:  “The school is saying that they are disciplining the student for bringing drugs to school. However, the substance that they are accusing the student of bringing to school is alochol, which is not defined as a drug by MGL c.37H.  Therefore the school is improperly discipline the student under 37H for alleged conduct that doesn’t fall within the offenses in 71 MGL s.37H.”  In the box below, explain what happened.                      ADD: Is the school trying to expel the student? We recommend that you call the Edlaw project intake line for help! 617-910-5829. ",
129,Process,Flowchart Shapes,2,,,,,,,,Is the school accusing the student of bringing alcohol or tobacco to school?  (options: alcohol/tobacco)              NEW BOX                                             Is the school trying to expel the student?,
130,Process,Flowchart Shapes,2,,,,,,,,"You said that the school is trying to punish the student for bringing ""drugs"" to school, but what the student had was tobacco.    We recommend you include this paragraph in your complaint:  “The school is saying that they are disciplining the student for bringing drugs to school. However, the substance that they are accusing the student of bringing to school is tobacco, which is not defined as a drug by MGL c.37H.  Therefore the school is improperly discipline the student under 37H for alleged conduct that doesn’t fall within the offenses in 71 MGL s.37H.”  In the box below, explain what happened.                         ADD: Is the school trying to expel the student? We recommend that you call the Edlaw project helping for help! 617-910-5829. ADD HELPLINE BOX  ",
131,Note,Sticky Notes,2,,,,,,,,Text,
132,Note,Sticky Notes,2,,,,,,,,Text,
133,Note,Sticky Notes,2,,,,,,,,Text,
134,Note,Sticky Notes,2,,,,,,,,Text,
135,Note,Sticky Notes,2,,,,,,,,Hello!,
136,Sticky Note,Standard,2,,,,,,,,"It's before they can exclude? or is there a time limit? THIS IS A DEBATE BECAUSE THERE IS NO EMERGENCY REMOVAL FOR 37H, BUT WE WOULD SAY IT IS BEFORE THEY CAN EXCLUDE. ",
137,Sticky Note,Standard,2,,,,,,,,"Is there notice of decision? we would say yes, although it's not in the statute? Marlies?",
138,Note,Sticky Notes,2,,,,,,,,Text,
139,Sticky Note,Standard,2,,,,,,,,"is there actually a definition? if not, is this the approach we want to use? can you figure out how to make the ""I swing my hand at your face"" sentence less ridiculous?  Question 7 in the old disciplinary advisory addresses this.  7. What is an ""assault?""
Black's Law Dictionary(revised 4th edition) defines ""assault"" to mean ""an intentional, unlawful offer of corporal injury to another by force, or force unlawfully directed toward person of another,under such circumstances as create well-founded fear of imminent peril, coupled with apparent present ability to execute attempt, if not prevented."" [Emphasis added.] Because the potential penalty (expulsion from school) is so serious, we believe courts are likely to interpret the term in Section 37H(a) strictly, requiring either an actual physical assault, or at least a threat accompanied by the means to carry it out, in circumstances that create a reasonable fear of imminent danger.",
140,Note,Sticky Notes,2,,,,,,,,orange sends them to the next section without the blue pages,
141,Process,Flowchart Shapes,2,,,,,,,,I			                     We recommend that you call the EdLaw Project help-line at 617-910-5829 for help.,
142,PDA,Cisco Network Icons,2,,,,,,,,,
143,Text,Standard,2,,,,,,,,Is the school trying to expel the student?,
144,Process,Flowchart Shapes,2,,,,,,,,We recommend that you call the EdLaw Project help-line at 617-910-5829 for help.,
145,PDA,Cisco Network Icons,2,,,,,,,,,
146,Text,Standard,2,,,,,,,,Is the school trying to expel the student?,
147,Note,Sticky Notes,2,,,,,,,,End of section review page vs. one at a time?,
148,Text,Standard,2,,,,,,,,Was the hearing recorded?,
149,Text,Standard,2,,,,,,,,You identified a problem with the hearing.  We'll ask more about that at the end of this section.,
150,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the hearing.  We'll ask more questions about that at the end of this section.,
151,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: you identified that the hearing wasn't recorded.  Legal language: The school district did not record the hearing WHERE DOES IT SAY THEY HAVE TO  RECORD IT?  Prompt questions:  In the box below, describe what happened.  If you asked them to record the hearing and they refused, include that. ",
152,Sticky Note,Standard,2,,,,,,,,do you want them to include this themselves or call? ,
153,Line,,2,,,5,3,None,Arrow,,discipline,
154,Line,,2,,,3,7,None,Arrow,,No,
155,Line,,2,,,4,8,None,Arrow,,weapon,
156,Line,,2,,,3,4,None,Arrow,,yes,
157,Line,,2,,,8,9,None,Arrow,,Next,
158,Line,,2,,,9,10,None,Arrow,,No/I don't know,
159,Line,,2,,,9,12,None,Arrow,,Yes,
160,Line,,2,,,12,11,None,Arrow,,"Yes, but...",
161,Line,,2,,,12,13,None,Arrow,,No,
162,Line,,2,,,11,14,None,Arrow,,Yes,
163,Line,,2,,,4,15,None,Arrow,,Drugs,
164,Line,,2,,,15,16,None,Arrow,,next,
165,Line,,2,,,16,17,None,Arrow,,No,
166,Line,,2,,,16,18,None,Arrow,,Yes,
167,Line,,2,,,18,20,None,Arrow,,Yes,
168,Line,,2,,,4,21,None,Arrow,,Assaulting educational staff,
169,Line,,2,,,4,22,None,Arrow,,felony or school rule,
170,Line,,2,,,21,23,None,Arrow,,next,
171,Line,,2,,,23,24,None,Arrow,,No,
172,Line,,2,,,23,25,None,Arrow,,Yes,
173,Line,,2,,,25,26,None,Arrow,, No or not sure,
174,Line,,2,,,25,27,None,Arrow,,police,
175,Line,,2,,,11,28,None,Arrow,,No,
176,Line,,2,,,27,29,None,Arrow,,yes,
177,Line,,2,,,27,30,None,Arrow,,No,
178,Line,,2,,,28,31,None,Arrow,,next,
179,Line,,2,,,30,31,None,Arrow,,,
180,Line,,2,,,20,31,None,Arrow,,,
181,Line,,2,,,31,32,None,Arrow,,No,
182,Line,,2,,,32,33,None,Arrow,,No,
183,Line,,2,,,31,35,None,Arrow,,Yes,
184,Line,,2,,,32,34,None,Arrow,,yes,
185,Line,,2,,,35,36,None,Arrow,,Next,
186,Line,,2,,,36,37,None,Arrow,,Yes,
187,Line,,2,,,36,38,None,Arrow,,,
188,Line,,2,,,38,37,None,Arrow,,next,
189,Line,,2,,,37,39,None,Arrow,,No,
190,Line,,2,,,37,40,None,Arrow,,yes,
191,Line,,2,,,40,41,None,Arrow,,Yes,
192,Line,,2,,,38,42,None,Measure,,,
193,Line,,2,,,39,43,None,Measure,,,
194,Line,,2,,,41,44,None,Arrow,,Next,
195,Line,,2,,,44,45,None,Arrow,,No,
196,Line,,2,,,45,46,None,Arrow,,Yes,
197,Line,,2,,,45,47,None,Arrow,,No,
198,Line,,2,,,33,44,None,Arrow,,,
199,Line,,2,,,44,48,None,Arrow,,Yes,
200,Line,,2,,,48,49,None,Arrow,,Yes,
201,Line,,2,,,49,50,None,Arrow,,No,
202,Line,,2,,,48,51,None,Arrow,,No,
203,Line,,2,,,50,51,None,Arrow,,Next,
204,Line,,2,,,49,51,None,Arrow,,yes,
205,Line,,2,,,51,150,None,Arrow,,No,
206,Line,,2,,,51,52,None,Arrow,,Yes,
207,Line,,2,,,52,53,None,Arrow,,Yes,
208,Line,,2,,,50,54,None,Measure,,,
209,Line,,2,,,150,56,None,Measure,,,
210,Line,,2,,,53,57,None,Measure,,,
211,Line,,2,,,52,148,None,Arrow,,No,
212,Line,,2,,,58,59,None,Arrow,,yes,
213,Line,,2,,,58,60,None,Arrow,,no,
214,Line,,2,,,59,61,None,Arrow,,,
215,Line,,2,,,61,62,None,Arrow,,Yes,
216,Line,,2,,,62,63,None,Arrow,,,
217,Line,,2,,,63,64,None,Arrow,,Yes,
218,Line,,2,,,64,66,None,Arrow,,Yes,
219,Line,,2,,,66,67,None,Arrow,,Yes,
220,Line,,2,,,67,68,None,Arrow,,Yes,
221,Line,,2,,,66,68,None,Arrow,,No,
222,Line,,2,,,68,69,None,Arrow,,No,
223,Line,,2,,,69,71,None,Arrow,,"No, but",
224,Line,,2,,,69,70,None,Arrow,,Yes,
225,Line,,2,,,68,72,None,Arrow,,Yes ,
226,Line,,2,,,72,73,None,Arrow,,Yes,
227,Line,,2,,,62,74,None,Arrow,,No,
228,Line,,2,,,64,75,None,Arrow,,No,
229,Line,,2,,,67,76,None,Arrow,,,
230,Line,,2,,,63,77,None,Arrow,,No,
231,Line,,2,,,77,78,None,Arrow,,Yes,
232,Line,,2,,,75,79,None,Measure,,,
233,Line,,2,,,76,80,None,Measure,,,
234,Line,,2,,,70,81,None,Measure,,,
235,Line,,2,,,71,82,None,Measure,,,
236,Line,,2,,,71,72,None,Arrow,,Next,
237,Line,,2,,,14,31,None,Arrow,,Next,
238,Line,,2,,,34,44,None,Arrow,,,
239,Line,,2,,,73,83,None,Arrow,,Next,
240,Line,,2,,,83,84,None,Arrow,,No,
241,Line,,2,,,85,86,None,Arrow,,Yes,
242,Line,,2,,,86,87,None,Arrow,,yes,
243,Line,,2,,,87,100,None,Arrow,,Yes,
244,Line,,2,,,88,89,None,Arrow,,Yes,
245,Line,,2,,,86,91,None,Arrow,,no,
246,Line,,2,,,87,92,None,Arrow,,No,
247,Line,,2,,,89,93,None,Arrow,,No,
248,Line,,2,,,84,94,None,Measure,,,
249,Line,,2,,,90,95,None,Measure,,,
250,Line,,2,,,83,96,None,Arrow,,,
251,Line,,2,,,96,90,None,Arrow,,no,
252,Line,,2,,,96,85,None,Arrow,,yes,
253,Line,,2,,,85,118,None,Arrow,,no,
254,Line,,2,,,86,87,None,Arrow,,My primary...,
255,Line,,2,,,122,97,None,Measure,,,
256,Line,,2,,,91,98,None,Measure,,,
257,Line,,2,,,92,99,None,Measure,,,
258,Line,,2,,,100,88,None,Arrow,,yes,
259,Line,,2,,,100,101,None,Arrow,,No,
260,Line,,2,,,101,102,None,Measure,,,
261,Line,,2,,,93,103,None,Arrow,,no,
262,Line,,2,,,92,100,None,Arrow,,,
263,Line,,2,,,91,87,None,Arrow,,,
264,Line,,2,,,101,88,None,Arrow,,,
265,Line,,2,,,89,104,None,Arrow,,Yes,
266,Line,,2,,,104,105,None,Arrow,,Yes,
267,Line,,2,,,88,104,None,Arrow,,no,
268,Line,,2,,,7,113,None,Arrow,,,
269,Line,,2,,,40,114,None,Arrow,,,
270,Line,,2,,,114,44,None,Arrow,,next,
271,Line,,2,,,60,61,None,Arrow,,,
272,Line,,2,,,74,116,None,Arrow,,No,
273,Line,,2,,,119,120,None,Arrow,,No,
274,Line,,2,,,119,121,None,Arrow,,,
275,Line,,2,,,118,122,None,Arrow,,Yes,
276,Line,,2,,,118,119,None,Arrow,,No,
277,Line,,2,,,122,88,None,Arrow,,Next,
278,Line,,2,,,105,123,None,Arrow,,next,
279,Line,,2,,,123,124,None,Arrow,,Yes,
280,Line,,2,,,123,125,None,Arrow,,No,
281,Line,,2,,,7,4,None,Measure,,yes,
282,Line,,2,,,127,129,None,Arrow,,Yes,
283,Line,,2,,,129,128,None,Arrow,,Alcohol,
284,Line,,2,,,129,130,None,Arrow,,Tobacco,
285,Line,,2,,,130,143,None,Arrow,,Next,
286,Line,,2,,,128,143,None,Arrow,,Next,
287,Line,,2,,,16,17,None,Arrow,,I Don't Know,
288,Line,,2,,,18,129,None,Arrow,,No,
289,Line,,2,,,18,19,None,Arrow,,,
290,Line,,2,,,143,141,None,Arrow,,Yes,
291,Line,,2,,,143,31,None,Arrow,,No,
292,Line,,2,,,29,146,None,Arrow,,Next,
293,Line,,2,,,146,144,None,Arrow,,Yes,
294,Line,,2,,,146,31,None,Arrow,,No,
295,Line,,2,,,148,149,None,Arrow,,No,
296,Line,,2,,,148,58,None,Arrow,,Yes,
297,Line,,2,,,149,151,None,Measure,,,
298,Line,,2,,,47,61,None,Measure,,,
299,Page,,,,,,,,,,37H1/2,
300,Process,Flowchart Shapes,299,,,,,,,,Has the student already been suspended or expelled?,
301,Process,Flowchart Shapes,299,,,,,,,,"Was the student being disciplined for (1) breaking a school rule, (2) bringing a weapon to school, (3) bringing drugs to school, (3) assaulting school staff, (4) an interaction with the court system?",
302,Process,Flowchart Shapes,299,,,,,,,,"Are your concerns about discipline, special education, or bullying?",
303,Process,Flowchart Shapes,299,,,,,,,,The user has already identified that they're the student's parent.,
304,Text,Standard,299,,,,,,,,"The school can decide to suspend or expel a student because of a felony complaint or adjudication that's unrelated to school.    The suspension or expulsion doesn't happen automatically because of the felony.  The principal has to decide to exclude the student from school, and the student has rights during the process.  We're going to go through some questions about the student's rights and the process the school has to follow.  Please note that the complaint has to be a felony, it can't be any other type of delinquency charge.  If the school is trying to exclude a student because of an interaction with the court system that doesn't involve a felony, call the EdLaw project intake line at...",
305,Process,Flowchart Shapes,299,,,,,,,,"Notice  The principal has to tell the student that they're deciding to suspend or expel them in a letter or email.  The letter or email is called ""notice.""   Did the school give the student ""notice""?",
306,Process,Flowchart Shapes,299,,,,,,,,The student has to get the notice before they're suspended or expelled.  The student has the right to stay in school until they get the notice.  Did the student get the notice before they were suspended or expelled?,
307,Process,Flowchart Shapes,299,,,,,,,,"The notice has to explain why they're suspending or expelling the student.  First, it has to say what the felony charge is.    Did the notice include a description of the felony charge? ",
308,Process,Flowchart Shapes,299,,,,,,,,"The notice has to explain why the principal decided to suspend or expel the student becuase of the charge.  The principal can only exclude the student if they decide that the student's presence in school will have a negative effect on the rest of the students.  Did the notice explain why the principal decided to suspend or expel the student, separate from saying what the felony charge was? ",
309,Sticky Note,Standard,299,,,,,,,,"Statute says ""written notification of the charges and the reasons for suspension,"" not sure if this is what that means. ",
310,Process,Flowchart Shapes,299,,,,,,,,"The notice has to tell the student that they have the right to appeal the principal's decision to the superintendent.  Did the notice tell the student about their right to appeal?   Please note: The school has to tell the student about their right to appeal the decision, but it doesn't have to be in the same notice.   They can send a seperate letter or email about the student's right to appeal.",
311,Process,Flowchart Shapes,299,,,,,,,,"The notice has to tell the student that they that they have to request the appeal within 5 days (calendar days, not school days) of the start of the suspension.    Did the notice tell the student that they had to request the appeal within 5 days?",
312,Process,Flowchart Shapes,299,,,,,,,,You identified that the school didn't send a letter or email to tell the student that they wouldn't be allowed to come to school.  Do you want to include that in your complaint?,
313,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. ,
314,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. ,
315,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. ,
316,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. ,
317,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. ,
318,PDA,Cisco Network Icons,299,,,,,,,,,
319,Process,Flowchart Shapes,299,,,,,,,,"Those are all the notice requirements.  If they've identified any concerns: You identified problems(s) related to the appeal.  Do you want to include those concerns in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
320,Process,Flowchart Shapes,299,,,,,,,,END OF SECTION PAGE,
321,Process,Flowchart Shapes,299,,,,,,,,"You identified that the school didn't send a letter or email to tell the student that they wouldn't be allowed to come to school.  This language will identify that in your complaint: “The Principal didn’t provide the notice required by MGL 71 s.37H½ to a student being excluded from school following a felony complaint.”  In the box below, desrcibe what happened in detail.",
322,Process,Flowchart Shapes,299,,,,,,,,"Plain language: you identified that the student didn't get the notice before they were suspended or expelled.    Legal language: The student did not receive notice prior to their suspension taking affect pursuant to MGL c.71 s.37H1/2.  Prompts: In the box below, describe what happened in detail.",
323,Process,Flowchart Shapes,299,,,,,,,,"Plain language: you identified that the notice didn't include a desrciption of the felony charge.    Legal language: The notice of suspension did not include a desrciption of the charge as required by MGL c71 s37H1/2.  Prompts: in the box below, add any relevant details.",
324,Process,Flowchart Shapes,299,,,,,,,,"Plain language: you identified that the notice didn't explain why the principal decided to suspend or expel the student.   Legal language: The notice of suspension did not include the reasons for the suspension as required by MGL c71 s37H1/2.  Prompts: In the box below, add any relevant details.",
325,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the notice didn't tell the student that they have the right to appeal the principal's decision.  Legal language: The student was not notified of their right to appeal the principal's decision to exclude them from school pursuant to MGL c71 s37H1/2.  Prompts: In the box below, add any relevant details.  If you did not appeal the decision because you didn't know you could, include that information.",
326,Sticky Note,Standard,299,,,,,,,,Do we need that note/is that true? ,
327,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the notice didn't tell the student that they have the right to appeal the principal's decision.  Legal language: The student was not notified of the process of appealing the principal's decision to exclude them from school pursuant to MGL c71 s37H1/2, including the requirement that they request the appeal within five days.  Prompts: In the box below, add any relevant details.  If you did not appeal the decision within the 5 day time limit because you didn't know you had to, include that information.",
328,Sticky Note,Standard,299,,,,,,,,"Do we want questions about not expelling them until there's an adjudication?  If so, expelled means over 90 days (603 CMR 53.02) but here it can be indefinite? Does expelled mean permanent in this context?  Are there two hearings and appeals?",
329,Process,Flowchart Shapes,299,,,,,,,,Appeal  Did the student request an appeal with the superintendent? ,
330,Process,Flowchart Shapes,299,,,,,,,,"Would you like to include any reasons why the student didn't request the appeal that we didn't already cover in the notice section?   For example, if the student didn't know how, or if the student thought the suspension was automatic because of the felony, you could desribe those concerns.  ",
331,Process,Flowchart Shapes,299,,,,,,,,"Okay, we'll move on to the next section.",
332,Sticky Note,Standard,299,,,,,,,,"How to include hearing? If they don't request one should the school still have had one, or is it only if you request it? Are there requirements for what happens at the hearing?",
333,Process,Flowchart Shapes,299,,,,,,,,"You identified that the student wasn't able to appeal the principal's decision to the superintendent.  This language will identify that concern in your complaint: The student was not afforded their right to appeal the principal's decision to exclude them from school to the superintendent pursuant to MGL c71 s37H.  In the box below, describe in detail what prevented the student from appealing the principal's decision.  ",
334,Process,Flowchart Shapes,299,,,,,,,,The superintendent has to have the appeal within 3 days of the student's request.    Did the superintendent have the appeal within 3 days?,
335,Process,Flowchart Shapes,299,,,,,,,,The superintendent has to invite you to the appeal.    Did the superintendent invite you to the appeal?,
336,Process,Flowchart Shapes,299,,,,,,,,"Now we're going to go through some questions about what has to happen at the appeal.    The student has the right to present testimony at the appeal, meaning they can have someone else support their side of the story at the appeal. The person can come and speak at the appeal, or the person can write a letter for the Superintendent to read at the appeal.  Did the student get to present  testimony at the appeal? ",
337,Process,Flowchart Shapes,299,,,,,,,,"The student has the right to bring an attorney to the meeting, if their family pays for it.",
338,Process,Flowchart Shapes,299,,,,,,,,Did anything else happen at the appeal to prevent the student from getting to explain why the suspension should be overturned?,
339,Process,Flowchart Shapes,299,,,,,,,,"Those are all the requirements for the appeal.  If they've identified any concerns: You identified problem(s) related to the appeal.  Do you want to include those concerns in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
340,Process,Flowchart Shapes,299,,,,,,,,END OF SECTION PAGE,
341,Process,Flowchart Shapes,299,,,,,,,,Is the school thinking about suspending or expelling the student?,
342,Process,Flowchart Shapes,299,,,,,,,,This guide doesn't apply to you (better wording),
343,Note,Sticky Notes,299,,,,,,,,not sure if the last paragraph is necessary?,
344,Process,Flowchart Shapes,299,,,,,,,,"Okay, we'll move on to the next section.",
345,Process,Flowchart Shapes,299,,,,,,,,"Right to Continue Education  Next, we're going to go through the student's right to continue their education while they're out of school.  The student has the right to continue doing work and earning credits while they're out of school.    When the school decided to suspend or expel the student, did the school tell you that would the student be able to continue earning credits?  ",
346,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the school's communication.  We'll ask more questions about that at the end of this section. ,
347,Process,Flowchart Shapes,299,,,,,,,,"Students who are suspended for more than 10 days also have the right to get alternative education services.    Pop up: What does that mean? inside the pop up: ""alternative education services"" are options like tutoring, placement at a different school, Saturday school, or online learning, that a school offers to help a student continue their education while they're out of school.  When the school decides to suspend or expel a student, they have to tell you about the student's right to education services in a letter or email (not over the phone or in person).  Did the school send you a letter or email that told you the student could get education services? ",
348,Process,Flowchart Shapes,299,,,,,,,,"The letter or email has to be in English and in your primary language, if your primary language isn't English.    Did the school send the letter or email in English and in your primary language?   (Yes/N/My primary language is English)",
349,Process,Flowchart Shapes,299,,,,,,,,The school has to provide at least two options for alternative education services.    Did the letter include at least two alternative education services that the student could choose from?  ,
350,Process,Flowchart Shapes,299,,,,,,,,Did the student choose an alternative education service option? ,
351,Process,Flowchart Shapes,299,,,,,,,,"Was the student able to enroll in the option they chose?   pop up: What does this mean?  inside the pop up: the school district has to make sure the student is able to actually start doing the education service they choose.  For example, if the school offered tutoring as an education service, and the student chooses tutoring, the District has to make sure that the student knows how to sign up for tutoring.",
352,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the the student's academic progress during the suspension.  We'll ask more questions about that at the end of this section. ,
353,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the school's communication.  We'll ask more questions about that at the end of this section. ,
354,Process,Flowchart Shapes,299,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
355,Process,Flowchart Shapes,299,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
356,Process,Flowchart Shapes,299,,,,,,,,Plain language: You identified that the school didn't tell the student they would be able to continue earning credits while they were out of school.    Legal Language:  “The School District failed to notify the student and parent of the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H1/2.”   Prompts: Explain what happened.    pop up: what should I include:  Inside: Did the student ever find out that they would be able to earn credits? Did the student miss any opportunities to earn credits becuase they didn't know about them?,
357,Process,Flowchart Shapes,299,,,,,,,,Plain language: You identified that the student wasn't able to make progress in their education while they were out of school.  Legal Language:  “The School District failed to give the student the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H1/2.”   Prompts: Explain in detail why the student wasn't able to do work and earn credits in the box below.,
358,Process,Flowchart Shapes,299,,,,,,,,Has the student actually been able to complete work and earn credits while out of school? ,
359,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the school didn't send you a letter or email to tell you that the student could get education services while they're out of school.  Legal Language:  “The principal failed to notify the student and parent about the student's right to alternative education services while the student was out of school due to discipline issued pursuant to 37H1/2.  603 CMR 53.13(4)(a) requires that the principal notify the student and the parent of the opportunity to receive education services at the time the student is expelled or placed on long-term suspension.”   Prompts: In the box below, explain what happened in detail.    Pop up: what should I include:  Inside the pop up: Did you ever find out about education services? What happened because the school didn't tell you about them? ",
360,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the school didn't send the letter about alternative education services in your primary language.  Legal Language:  “The School District failed to give the student the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H1/2. 603 CMR 53.13(4)(a) requires that the principal send notice of the opportunity to receive education services in English and in the primary language of the home.""  Prompts: Explain what happened, when you got the notice in the wrong language, and include what your primary language is. ",
361,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the school didn't give the student at least two educational services to choose from.    Legal Language:  ""The notice of the opportunity to receive education services during a period of exclusion due to discipline issued pursuant to 37H1/2 did not include a list of the specific education services available to the student, as is required by 603 CMR 53.13(4)(a)""  Prompts: Explain what was in the notice, and what happened because the required information was missing.",
362,Process,Flowchart Shapes,299,,,,,,,,Did the letter about the education services tell the student who to contact if they had questions about the services? ,
363,Process,Flowchart Shapes,299,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
364,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the letter about education services didn't include a person to contact with questions about the services.  Legal Language:  ""The notice of the opportunity to receive education services during a period of exclusion due to discipline issued pursuant to 37H1/2 did not include contact information for a school district staff member who could provide more detailed information about the services,as is required by 603 CMR 53.13(4)(a)""  Prompts: Explain what happened because the required information was missing.  If the student had questions, or didn't understand what the school meant by ""alternative education services,"" include that information.",
365,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the letter about education services didn't include a person to contact with questions about the services.  Legal Language:  ""The principal failed to arrange for the education service that the student selected. 603 CMR 53.13 requires that the school-wide education service plan contain the process for arranding for such services.""  Prompts: Explain in detail why the student wasn't able to start the academic services.  ",
366,Process,Flowchart Shapes,299,,,,,,,,"Those are all the requirements for the academic progress and education services..  If they've identified any concerns: You identified problem(s) related to the appeal.  Do you want to include those concerns in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
367,Process,Flowchart Shapes,299,,,,,,,,END OF SECTION PAGE,
368,Process,Flowchart Shapes,299,,,,,,,,"Did the school tell you that the student could receive services at all, even if it wasn't in a letter?",
369,Process,Flowchart Shapes,299,,,,,,,,You identified that the school never told you that the student could receive alternative education services.  Would you like to include that in your complaint? ,
370,Process,Flowchart Shapes,299,,,,,,,,"Okay, we'll move on to the next section.",
371,Process,Flowchart Shapes,299,,,,,,,,"You identified that the school never told you that the student could receive alternative education services.  Would you like to include that in your complaint?   This language will identify that concern in your complaint: “The principal failed to notify the student and parent about the student's right to alternative education services while the student was out of school due to discipline issued pursuant to 37H1/2.  603 CMR 53.13(4)(a) requires that the principal notify the student and the parent of the opportunity to receive education services at the time the student is expelled or placed on long-term suspension.”   In the box below, add details about what happened, and what the student is doing without the services.",
372,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the school's communication about the services.  We'll ask more about that at the end of this section.,
373,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
374,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
375,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
376,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
377,Note,Sticky Notes,299,,,,,,,,"Do you think it's confusing to flip the y/n? if so, how would you rephrase this?",
378,Process,Flowchart Shapes,299,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
379,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the student didn't get to present testimony at the appeal.    Legal language: The student wasn't afforded the right to present oral and written testimony at an appeal to the Superintendent pursuant to MGL c.71 s.37H1/2.  In the box below, describe why the student wasn't able to present the testimony at the appeal.",
380,Note,Sticky Notes,299,,,,,,,,Oral and written testimony,
381,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the superintendent didn't hold the appeal within three days.  Legal Language: The superintendent failed to hold a hearing within three calendar days of the student's request for an appeal pursuant to MGL c.71 s.37H1/2.  In the box below, add details.  Include how long the delay was, and describe what was happening with the student while you were waiting for the appeal.",
382,Process,Flowchart Shapes,299,,,,,,,,Did the Superintendent ever have the appeal?,
383,Process,Flowchart Shapes,299,,,,,,,,"You identified that the student requested an appeal, but the Superintendent never had the appeal.  This language will identify that concern in your complaint: The superintendent failed to hold a hearing on the student's request for an appeal pursuant to MGL c.71 s.37H1/2.  In the box below, desribe what happened.  Include any communication You had with the School District about the appeal.  Desrcibe what is happening with the student while you wait for the appeal.  ",
384,Process,Flowchart Shapes,299,,,,,,,,"You identified that the student requested an appeal, but the superintendent never had the appeal.  Do you want to include that in your complaint?",
385,Process,Flowchart Shapes,299,,,,,,,,"Okay, we'll move on to the next section.",
386,Process,Flowchart Shapes,299,,,,,,,,"Plain language: You identified that the Superintendent didn't invite you to the appeal.  Legal Language: The superintendent failed to invite the student's parent to an appeal pursuant to MGL c.71 s.37H1/2  In the box below, explain what happened. If you didn't know about the appeal, or when it was being held, include that information.",
